name,smiles,predicted_activity,MolWt,MolLogP,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,RingCount
Halofuginone,O=C(C[C@H]1NCCC[C@@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,active,414.6870000000001,1.8844999999999996,4,6,2,84.22,3
Piboserod,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,active,369.50900000000024,3.665700000000003,6,4,1,46.5,4
Bepotastine,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1,active,388.8950000000002,4.170200000000004,8,4,1,62.66,3
Sitamaquine,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12,active,343.5150000000001,4.8659200000000045,11,4,1,37.39,2
Renzapride,COc1c(C(=O)NC2CCN3CCCC2C3)ccc(N)c1Cl,active,323.82399999999996,2.1448999999999994,3,4,2,67.59,3
Indacaterol,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,active,392.49900000000014,3.148900000000001,6,4,4,85.35,4
Prinomastat,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO,active,423.5160000000001,2.2640000000000002,5,7,2,108.83,3
Asimadoline,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,active,414.5490000000002,4.084800000000003,7,3,1,43.78,4
Lobeline,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,active,337.463,4.236000000000003,6,3,1,40.540000000000006,3
AT9283,OC(=NC1CC1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,active,381.4400000000002,2.2734999999999994,5,5,4,114.45000000000002,5
HE3286,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,active,330.46800000000013,2.645200000000001,0,3,3,60.69,4
LGD2941,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,active,394.31500000000005,3.8274000000000026,2,3,2,56.33,3
Ronacaleret,CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(CCC(=O)O)cc(F)c1F,active,447.5220000000002,3.8950000000000022,11,4,3,78.78999999999999,3
Dexlansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,active,369.3680000000001,3.515220000000001,5,4,1,67.87,3
TBC-3711,CC(=O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1C,active,447.5380000000002,4.225480000000003,6,7,2,118.37,3
OPC-14523,COc1cccc2c1CCC(=O)N2CCCN1CCN(c2cccc(Cl)c2)CC1,active,413.94900000000007,3.840100000000003,6,4,0,36.02,4
Canertinib,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,active,485.9470000000004,4.391500000000003,9,7,2,88.61,4
Etiprednol dicloacetate,CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,active,485.4040000000003,3.9139000000000026,4,6,1,89.9,4
Iroxanadine,c1cncc(C2=NC(CN3CCCCC3)CON2)c1,active,260.3409999999999,1.2174999999999998,3,5,1,49.75,3
PX-12,CCC(C)SSc1ncc[nH]1,active,188.32100000000003,2.948500000000001,4,3,1,28.68,1
OPC-28326,CCC(=O)Nc1c(C)cc(C(=O)N2CCC(N(C)CCc3ccccc3)CC2)cc1C.Cl.O,active,476.06100000000026,4.028140000000006,7,3,1,84.15,3
Mavorixafor,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,active,349.4820000000002,3.5764000000000022,7,4,2,70.83,4
Cobiprostone,CC[C@H](C)CC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,active,404.4940000000003,4.555900000000004,11,4,2,83.83,2
Naluzotan,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1,active,450.6490000000003,3.046900000000001,10,5,2,81.75,3
Motesanib,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,active,373.4600000000001,4.044100000000002,5,5,3,78.94,4
PRX-03140,CC(C)n1c(=O)c(C(=O)NCCCN2CCCCC2)c(O)c2ccsc21,active,377.51000000000005,2.955300000000001,6,6,2,74.57000000000001,3
(+)-Mefloquine,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,active,378.31600000000014,4.447900000000003,2,3,2,45.150000000000006,3
Faropenem medoxomil,Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,active,397.40500000000003,0.8871199999999999,5,9,1,119.42,4
LY-517717,CN1CCC(N2CCN(C(=O)[C@H](NC(=O)c3ccc4cc[nH]c4c3)c3ccccc3)CC2)CC1,active,459.5940000000003,2.8774000000000006,5,4,2,71.68,5
EVT 201,CN(C)Cc1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1,active,372.81600000000003,2.2229,3,7,0,80.29,4
Rabeximod,Cc1cc2nc3c4cc(Cl)ccc4n(CC(=O)NCCN(C)C)c3nc2cc1C,active,409.9210000000002,3.6857400000000027,5,5,1,63.050000000000004,4
NS-2359,COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,active,314.2560000000001,4.206100000000004,3,2,0,12.47,3
PPI-2458,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,active,424.53800000000024,2.2989000000000006,8,6,2,115.71000000000001,3
TD-2749,CC(=O)N1CCN(CCN2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2nn(C(C)C)c4ccccc24)C3)CC1,active,466.6300000000003,2.5065000000000017,6,6,1,73.71000000000001,5
CVT-6883,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,active,446.4330000000001,3.2468000000000012,6,7,1,90.5,4
Edonerpic,OC1CN(CCCOCCc2ccc3sccc3c2)C1,active,291.41600000000005,2.527,7,4,1,32.7,3
SNS-032,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,active,380.53900000000016,3.6590000000000016,5,7,2,80.05,3
LY-2599506,O=C(Nc1cnccn1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,active,415.5150000000001,2.9517000000000015,7,6,1,98.25,4
Cariprazine,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,active,427.4200000000002,4.335500000000003,5,3,1,38.82000000000001,3
TC-2216,Cl.c1cncc(N2CCC3(CCCN3)C2)c1,active,239.74999999999994,1.8357,1,3,1,28.160000000000004,3
Lumateperone,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,active,393.5060000000001,3.9165000000000036,5,4,0,26.79,5
Bradanicline,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1,active,361.4450000000001,3.2631000000000014,4,4,1,58.370000000000005,6
Sertindole,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,active,440.9500000000002,4.627600000000004,5,3,1,40.510000000000005,5
Mianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,active,264.372,3.0839000000000016,0,2,0,6.48,4
Pizotifen,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,active,295.4510000000001,4.374200000000004,0,2,0,3.24,4
Tesofensine,CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,active,328.2830000000001,4.596200000000005,4,2,0,12.47,3
Garenoxacin,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,active,426.41900000000015,4.467200000000004,5,5,2,80.56000000000002,5
Noscapine,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,active,413.4260000000003,2.881800000000001,4,8,0,75.69000000000001,5
Tedisamil,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,active,288.4790000000001,3.230400000000002,4,2,0,6.48,5
Prasugrel,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,active,373.44900000000007,3.8910000000000036,5,5,0,46.61,4
Vernakalant,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,active,349.47100000000006,2.6407000000000007,7,5,1,51.16000000000001,3
Rivaroxaban,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,active,435.8890000000001,2.5199000000000007,5,6,1,88.18,4
Ocaperidone,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1,active,420.4880000000001,4.013740000000004,4,6,0,63.64000000000001,5
Maribavir,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,active,376.24000000000007,1.7748999999999993,4,7,4,99.77000000000001,3
Avanafil,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,active,483.96000000000015,2.4318,9,9,3,125.39000000000001,4
CX516,O=C(c1ccc2nccnc2c1)N1CCCCC1,active,241.29399999999993,2.2559000000000005,1,3,0,46.09,3
Sitaxentan,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,active,454.91300000000024,3.9612400000000028,6,8,1,107.73,4
Maxacalcitol,C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,active,418.61800000000017,4.693500000000006,6,4,3,69.92,3
Alvimopan,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,active,424.5410000000002,3.051400000000001,8,4,3,89.87,3
Onalespib,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,active,409.5300000000002,3.1246000000000023,4,5,2,67.25000000000001,4
Tucidinostat,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,active,390.41800000000006,3.384800000000002,6,4,3,97.11,3
Cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,active,451.5500000000003,2.5074200000000006,6,7,3,99.40999999999998,5
Sapacitabine,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1,active,490.64500000000015,4.053480000000002,17,8,3,137.47000000000003,2
Tecastemizole,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,active,324.403,3.3876000000000017,4,4,2,41.88,4
Naxifylline,CCCC1C(=O)c2nc([C@H]3C[C@H]4C[C@@H]3[C@@H]3O[C@H]43)[nH]c2N(CCC)C1=O,active,343.4270000000002,2.6561000000000012,5,4,1,78.59,5
Prucalopride,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,active,367.8770000000003,2.0877999999999997,6,5,2,76.82000000000001,3
S-8510,c1cc(-c2nc3c4c(ncc3[nH]2)CCOC4)no1,active,242.23799999999994,1.6855999999999995,1,5,1,76.83,4
Repinotan,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,active,400.50000000000017,2.5947000000000005,7,5,1,75.71000000000001,4
R107474,Cc1nc2ccccn2c(=O)c1CCN1CCc2oc3ccccc3c2C1,active,359.42900000000003,3.3499200000000027,3,5,0,50.75000000000001,5
Pazopanib,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,active,437.52900000000017,3.1390400000000005,5,8,2,119.03,4
Nemonoxacin,COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,active,371.4370000000001,2.2167000000000003,4,6,2,97.78999999999999,4
Ilepatril,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C,active,432.54200000000026,2.5386000000000006,5,5,2,103.78,3
Vilazodone,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,active,441.5350000000002,4.029580000000003,7,5,2,102.28999999999999,5
Mevastatin,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,active,390.52000000000015,3.949500000000003,6,5,1,72.83,3
Sparteine,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,active,234.38699999999992,2.3451000000000004,0,2,0,6.48,4
Tetryzoline,c1ccc2c(c1)CCCC2C1=NCCN1,active,200.285,2.1082,1,2,1,24.39,3
Bendamustine,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,active,358.26900000000006,3.2646000000000024,9,4,1,58.36000000000001,2
Besifloxacin,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,active,393.8460000000001,3.144700000000001,3,5,2,88.56,4
Chenodeoxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,active,392.5800000000002,4.477900000000004,4,3,3,77.76,4
Halcinonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,active,454.96600000000024,3.889300000000003,2,5,1,72.83,5
Hexocyclium,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,active,317.49700000000024,2.8465000000000007,4,2,1,23.47,3
Piperacetazine,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,active,410.5830000000001,4.976400000000005,7,5,1,43.78,4
Protokylol,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,active,331.368,2.0807,6,6,4,91.18,3
Phenylbutyric acid,O=C(O)CCCc1ccccc1,active,164.204,2.0939,4,1,1,37.3,1
Unoprostone,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,active,382.5410000000001,4.2553000000000045,15,4,3,94.83000000000001,1
"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",Cn1cc(-c2cc3cccnc3[nH]2)c2cc(C(=O)NC(C)(C)CO)ccc21,active,362.43300000000016,3.2223000000000015,4,4,3,82.94,4
"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1,active,389.88600000000014,2.00092,6,6,3,108.39,2
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCC2)cc1,active,385.51200000000017,1.5001699999999996,7,4,4,111.31,3
CHIR-124,O=c1[nH]c2ccc(Cl)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1,active,419.91600000000017,4.230900000000003,3,4,3,76.81,7
N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCCC2)cc1,active,399.5390000000002,1.8902699999999997,7,4,4,111.31,3
6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,C[C@H]1CCCC[C@@H]1Oc1cccc(-c2cc3cc(C(=N)N)c(F)cc3[nH]2)c1O,active,381.4510000000001,4.9211700000000045,4,3,4,95.11999999999999,4
N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCCCC2)cc1,active,413.56600000000026,2.2803699999999996,7,4,4,111.31,3
17-METHYL-17-ALPHA-DIHYDROEQUILENIN,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CC[C@@]2(C)O,active,282.383,4.126300000000004,0,2,2,40.46,4
"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",CN1CCN(c2ccc(-c3cnc4[nH]cc(NC(=O)c5cccnc5)c4c3)cc2)CC1,active,412.4970000000002,3.6290000000000022,4,5,2,77.14999999999999,5
N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](C)O,active,467.5660000000002,2.4006000000000003,9,5,3,107.97000000000001,3
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",C[C@@H]1C[C@H]2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2,active,403.4420000000002,2.0883,0,6,2,96.01,6
"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",Clc1ccc(CCC2(Cn3ccnc3)OCCO2)cc1,active,292.766,2.9124000000000008,5,4,0,36.28,3
"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,active,420.4730000000001,2.02712,6,8,1,94.4,5
D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1,active,385.895,2.5172000000000008,6,3,2,75.43,3
N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1,active,344.45900000000006,2.01407,7,3,3,99.28,2
N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCc2ccccc2)cc1,active,378.47600000000006,2.2106699999999995,7,3,3,99.28,3
2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,active,323.4,4.055600000000003,5,5,2,75.72,4
"2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate",NS(=O)(=O)Oc1ccc2c(c1)S(=O)(=O)C(CC1CCCCCC1)=C2,active,371.4800000000003,2.757600000000001,4,5,1,103.53,3
"4-CHLORO-6-(4-{4-[4-(METHYLSULFONYL)BENZYL]PIPERAZIN-1-YL}-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",CS(=O)(=O)c1ccc(CN2CCN(c3cn[nH]c3-c3cc(Cl)c(O)cc3O)CC2)cc1,active,462.9590000000002,2.867000000000001,5,7,3,109.76000000000002,4
"5-(5-chloro-2,4-dihydroxyphenyl)-N-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide",CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,active,457.9140000000003,3.6551000000000027,6,7,3,108.06,4
"2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide",CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1,active,480.42100000000016,4.471600000000003,7,7,2,93.37,4
"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",O=C(Nc1cc([C@@H]2CCCN2)[nH]n1)Nc1cccc2c1[C@@H]1CCCN1C2=O,active,366.42500000000024,2.7689000000000012,3,4,4,102.15,5
2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1,active,392.37700000000007,4.815100000000004,3,2,2,69.64,3
"(2S,3S)-4-cyclopropyl-3-{(3R,5R)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3S)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine",CS(=O)(=O)c1ccc([C@H]2NOC([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1,active,458.5310000000002,0.9923000000000017,7,7,3,113.76,4
"(2S,3S)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine",CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,active,453.9670000000002,4.802100000000004,7,6,1,99.08,4
N-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide,Nc1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccn1,active,398.369,3.6251000000000015,5,5,3,106.33999999999999,3
"2-(4-fluorophenyl)-N-{[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide",O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1,active,422.39100000000013,4.524200000000002,5,4,3,96.11000000000001,4
"N-{2,4-difluoro-3-[(5-pyridin-3-yl-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide",CCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccnc4)cc23)c1F,active,442.4470000000001,3.8957000000000024,6,5,2,104.81,4
4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,active,336.39500000000004,2.678580000000001,4,5,1,78.25,3
"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccco1,active,370.37200000000007,3.8603000000000014,4,5,3,112.49000000000001,5
"(7R,8R)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine",N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,active,318.302,2.5158000000000005,1,4,1,56.730000000000004,4
D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(F)c1,active,369.44,2.0028999999999995,6,3,2,75.43,3
"N-[(2R)-5-(aminosulfonyl)-2,3-dihydro-1H-inden-2-yl]-2-propylpentanamide",CCCC(CCC)C(=O)N[C@@H]1Cc2ccc(S(N)(=O)=O)cc2C1,active,338.4730000000001,2.1338,7,3,2,89.25999999999999,2
(2R)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,C[C@@H]1CN(c2ccc([N+](=O)[O-])cc2)CCN1S(=O)(=O)c1ccc(C(C)(C)C)cc1,active,417.5310000000002,3.791700000000003,4,5,0,83.75999999999999,3
"1-(CYCLOHEXYLAMINO)-3-(6-METHYL-3,4-DIHYDRO-1H-CARBAZOL-9(2H)-YL)PROPAN-2-OL",Cc1ccc2c(c1)c1c(n2C[C@@H](O)CNC2CCCCC2)CCCC1,active,340.51100000000025,4.111720000000004,5,3,2,37.19,4
"(2S,3S)-3-{3-[4-(METHYLSULFONYL)PHENYL]-1,2,4-OXADIAZOL-5-YL}-1-OXO-1-PYRROLIDIN-1-YLBUTAN-2-AMINE",C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1,active,378.45400000000024,1.1933,5,7,1,119.39,3
3-(5-{[4-(AMINOMETHYL)PIPERIDIN-1-YL]METHYL}-1H-INDOL-2-YL)-1H-INDAZOLE-6-CARBONITRILE,N#Cc1ccc2c(-c3cc4cc(CN5CCC(CN)CC5)ccc4[nH]3)n[nH]c2c1,active,384.487,3.7535800000000004,4,4,3,97.52000000000001,5
"(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",C[C@@H]1c2nc(C(F)(F)F)nn2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,active,421.3450000000001,2.5775000000000006,4,5,1,77.04,3
beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(c1ccccc1)c1ccccc1,active,379.504,2.663000000000001,7,3,2,75.43,3
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentyloxy)ethanoyl)pyrrolidine-2-carboxamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCC2)cc1,active,372.46900000000016,1.53707,7,4,3,108.51,3
(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,Cc1c(Cl)cccc1NC(=O)[C@H]1CC(=O)N(C2CCCCC2)C1,active,334.8470000000002,3.7681200000000024,3,2,1,49.410000000000004,3
(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexyloxy)ethanoyl)pyrrolidine-2-carboxamide,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCCC2)cc1,active,386.4960000000002,1.9271699999999998,7,4,3,108.51,3
